0.000292,9
0.020268,10
0.030260,8
0.040256,11
0.050244,7
0.060236,11
0.070224,7
0.080216,12
0.090208,6
0.100200,12
0.110196,7
0.120184,11
0.130172,7
0.140164,10
0.150156,8
0.160148,10
0.170136,9
0.180132,9
0.190116,10
0.200108,8
0.210100,11
0.220096,7
0.230084,11
0.240076,7
0.250068,12
0.260060,6
0.270048,11
0.280040,7
0.290028,11
0.300024,7
0.310016,10
0.320008,8
0.329996,9
0.339988,9
0.349976,8
0.359968,10
0.369960,8
0.379952,11
0.389944,7
0.399936,11
0.409924,7
0.419916,12
0.429908,6
0.439904,11
0.449888,7
0.459880,11
0.469868,8
0.479860,10
0.489856,8
0.499844,9
0.509832,9
0.519824,8
0.529816,10
0.539808,7
0.549800,11
0.559792,7
0.569784,11
0.579776,6
0.589764,12
0.599756,7
0.609744,11
0.619736,7
0.629728,11
0.639720,8
0.649712,10
0.659704,9
0.669692,9
0.679688,9
0.689676,8
0.699668,10
0.709656,7
0.719648,11
0.729640,7
0.739628,12
0.749624,6
0.759612,12
0.769604,7
0.779592,11
0.789584,7
0.799576,11
0.809576,8
0.819560,10
0.829552,9
0.839544,9
0.849536,10
0.859524,8
0.869512,11
0.879504,7
0.889496,11
0.899488,7
0.909484,12
0.919472,6
0.929460,12
0.939452,7
0.949444,11
0.959436,7
0.969424,11
0.979416,8
0.989408,10
0.999400,9
1.009388,9
1.019384,10
1.029372,8
1.039368,11
1.049360,7
1.059348,11
1.069340,7
1.079332,12
1.089320,6
1.099308,12
1.109300,7
1.119296,11
1.129284,7
1.139272,10
1.149268,8
1.159256,10
1.169248,9
1.179248,9
1.189232,10
1.199224,8
1.209216,11
1.219204,7
1.229196,11
1.239188,7
1.249180,12
1.259168,6
1.269164,11
1.279148,7
1.289144,11
1.299136,7
1.309124,10
1.319116,8
1.329104,9
1.339100,9
1.349088,8
1.359080,10
1.369072,8
1.379064,11
1.389056,7
1.399044,11
1.409036,7
1.419028,12
1.429020,6
1.439008,11
1.449004,7
1.458992,11
1.468984,8
1.478972,10
1.488964,8
1.498956,9
1.508948,9
1.518940,8
1.528928,10
1.538924,7
1.548920,11
1.558904,7
1.568892,11
1.578884,6
1.588876,12
1.598868,7
1.608860,11
1.618852,7
1.628840,11
1.638832,8
1.648824,10
1.658812,9
1.668804,9
1.678796,9
1.688788,8
1.698776,10
1.708772,7
1.718760,11
1.728752,7
1.738744,12
1.748732,6
1.758728,12
1.768716,7
1.778712,11
1.788700,7
1.798688,11
1.808680,8
1.818672,10
1.828664,9
1.838656,9
1.848644,10
1.858636,8
1.868624,11
1.878624,7
1.888612,11
1.898600,7
1.908592,12
1.918580,6
1.928576,12
1.938568,7
1.948556,11
1.958548,7
1.968536,11
1.978528,8
1.988524,10
1.998516,9
2.008504,9
2.018496,10
2.028488,8
2.038476,11
2.048468,7
2.058456,11
2.068448,7
2.078444,12
2.088432,6
2.098424,12
2.108412,7
2.118404,11
2.128396,7
2.138392,10
2.148380,8
2.158368,10
2.168360,9
2.178352,9
2.188340,10
2.198332,8
2.208324,11
2.218316,7
2.228308,11
2.238300,7
2.248292,12
2.258280,6
2.268272,11
2.278264,7
2.288252,11
2.298244,7
2.308240,10
2.318224,8
2.328220,9
2.338208,9
2.348200,8
2.358192,10
2.368184,8
2.378176,11
2.388164,7
2.398156,11
2.408148,7
2.418140,12
2.428132,6
2.438124,11
2.448112,7
2.458104,11
2.468096,8
2.478084,10
2.488080,8
2.498068,9
2.508060,9
2.518048,8
2.528044,10
2.538032,7
2.548028,11
2.558012,7
2.568008,11
2.578000,6
2.587988,12
2.597980,7
2.607968,11
2.617968,7
2.627956,11
2.637944,8
2.647936,10
2.657928,9
2.667916,9
2.677908,9
2.687900,8
2.697888,10
2.707880,7
2.717872,11
2.727864,7
2.737856,12
2.747848,6
2.757836,12
2.767828,7
2.777820,11
2.787812,7
2.797800,11
2.807792,8
2.817784,10
2.827776,9
2.837764,9
2.847756,10
2.857748,8
2.867740,11
2.877728,7
2.887724,11
2.897716,7
2.907704,12
2.917696,6
2.927684,12
2.937676,7
2.947668,11
2.957660,7
2.967652,11
2.977644,8
2.987640,10
2.997624,9
3.007616,9
3.017608,10
3.027596,8
3.037588,11
3.047580,7
3.057568,11
3.067564,7
3.077552,12
3.087544,6
3.097532,12
3.107524,7
3.117520,11
3.127508,7
3.137500,10
3.147492,8
3.157480,10
3.167472,9
3.177464,9
3.187456,10
3.197444,8
3.207440,11
3.217428,7
3.227420,11
3.237412,7
3.247400,12
3.257392,6
3.267388,11
3.277376,7
3.287368,11
3.297360,7
3.307352,10
3.317344,8
3.327332,9
3.337320,9
3.347316,8
3.357308,10
3.367296,8
3.377284,11
3.387280,7
3.397268,11
3.407260,7
3.417252,12
3.427244,6
3.437232,11
3.447224,7
3.457216,11
3.467208,8
3.477196,10
3.487188,8
3.497180,9
3.507172,9
3.517164,8
3.527156,10
3.537144,7
3.547136,11
3.557128,7
3.567120,11
3.577108,6
3.587100,12
3.597092,7
3.607084,11
3.617076,7
3.627064,11
3.637056,8
3.647048,10
3.657036,9
3.667032,9
3.677020,9
3.687016,8
3.697004,10
3.706996,7
3.716984,11
3.726976,7
3.736964,12
3.746956,6
3.756948,12
3.766940,7
3.776932,11
3.786924,7
3.796912,11
3.806904,8
3.816896,10
3.826884,9
3.836880,9
3.846868,10
3.856860,8
3.866848,11
3.876844,7
3.886836,11
3.896828,7
3.906816,12
3.916808,6
3.926800,12
3.936792,7
3.946780,11
3.956772,7
3.966760,11
3.976756,8
3.986744,10
3.996736,9
4.006728,9
4.016716,10
4.026712,8
4.036700,11
4.046692,7
4.056688,11
4.066672,7
4.076668,12
4.086656,6
4.096648,12
4.106640,7
4.116628,11
4.126620,7
4.136608,10
4.146604,8
4.156592,10
4.166584,9
4.176576,9
4.186564,10
4.196560,8
4.206548,11
4.216540,7
4.226532,11
4.236524,7
4.246516,12
4.256508,6
4.266500,11
4.276488,7
4.286480,11
4.296468,7
4.306460,10
4.316448,8
4.326444,9
4.336436,9
4.346428,8
4.356416,10
4.366404,8
4.376396,11
4.386400,7
4.396384,11
4.406372,6
4.416364,12
4.426360,6
4.436344,11
4.446340,7
4.456328,11
4.466320,8
4.476312,10
4.486300,8
4.496292,9
4.506284,9
4.516276,8
4.526264,10
4.536256,7
4.546244,11
4.556240,7
4.566232,11
4.576220,6
4.586212,12
4.596200,7
4.606196,11
4.616188,7
4.626176,11
4.636168,8
4.646160,10
4.656148,9
4.666140,9
4.676136,9
4.686124,8
4.696112,10
4.706104,7
4.716096,11
4.726088,7
4.736080,12
4.746072,6
4.756068,12
4.766052,7
4.776044,11
4.786032,7
4.796028,11
4.806016,8
4.816012,10
4.825996,9
4.835992,9
4.845980,10
4.855972,8
4.865964,11
4.875952,7
4.885944,11
4.895940,7
4.905928,12
4.915916,6
4.925912,12
4.935900,7
4.945896,11
4.955884,7
4.965872,11
4.975864,8
4.985856,10
4.995844,9
5.005840,9
5.015828,10
5.025820,8
5.035808,11
5.045804,7
5.055796,11
5.065784,7
5.075776,12
5.085764,6
5.095756,12
5.105752,7
5.115744,11
5.125736,7
5.135724,10
5.145712,8
5.155704,10
5.165700,9
5.175688,9
5.185676,10
5.195668,8
5.205660,11
5.215656,7
5.225644,11
5.235632,7
5.245624,12
5.255616,6
5.265608,11
5.275600,7
5.285592,11
5.295580,7
5.305572,10
5.315564,8
5.325552,9
5.335544,9
5.345536,8
5.355528,10
5.365516,8
5.375512,11
5.385500,7
5.395492,11
5.405484,6
5.415476,12
5.425468,6
5.435456,11
5.445452,7
5.455436,11
5.465428,8
5.475420,10
5.485416,8
5.495412,9
5.505392,9
5.515384,8
5.525380,10
5.535368,7
5.545360,11
5.555348,7
5.565340,11
5.575336,6
5.585324,12
5.595316,7
5.605308,11
5.615296,7
5.625288,11
5.635280,8
5.645268,10
5.655264,9
5.665252,9
5.675240,9
5.685236,8
5.695224,10
5.705216,7
5.715208,11
5.725200,7
5.735192,12
5.745184,6
5.755172,12
5.765168,7
5.775152,11
5.785144,7
5.795136,11
5.805128,8
5.815116,10
5.825116,9
5.835104,9
5.845096,10
5.855084,8
5.865076,11
5.875064,7
5.885056,11
5.895052,7
5.905040,12
5.915032,6
5.925024,12
5.935012,7
5.945004,11
5.954996,7
5.964984,11
5.974980,8
5.984972,10
5.994960,9
6.004948,9
6.014944,10
6.024932,8
6.034924,11
6.044912,7
6.054904,11
6.064900,7
6.074892,12
6.084880,6
6.094872,12
6.104860,7
6.114852,11
6.124848,7
6.134836,10
6.144828,8
6.154816,10
6.164808,9
6.174800,9
6.184788,10
6.194788,8
6.204772,11
6.214768,7
6.224756,11
6.234744,7
6.244736,12
6.254728,6
6.264720,11
6.274708,7
6.284704,11
6.294692,7
6.304684,10
6.314676,8
6.324664,9
6.334660,9
6.344652,8
6.354640,10
6.364632,8
6.374620,11
6.384612,7
6.394604,11
6.404596,7
6.414588,12
6.424576,6
6.434568,11
6.444560,7
6.454552,11
6.464540,8
6.474532,10
6.484524,8
6.494512,9
6.504508,9
6.514500,8
6.524488,10
6.534480,7
6.544468,11
6.554464,7
6.564460,11
6.574444,6
6.584436,12
6.594424,7
6.604416,11
6.614412,7
6.624400,11
6.634392,8
6.644380,10
6.654372,9
6.664364,9
6.674352,9
6.684348,8
6.694336,10
6.704332,7
6.714320,11
6.724312,7
6.734304,12
6.744292,6
6.754284,12
6.764276,7
6.774264,11
6.784260,7
6.794252,11
6.804240,8
6.814232,10
6.824224,9
6.834216,9
6.844204,10
6.854196,8
6.864188,11
6.874180,7
6.884168,11
6.894160,7
6.904152,12
6.914140,6
6.924132,12
6.934132,7
6.944116,11
6.954104,7
6.964100,11
6.974088,8
6.984084,10
6.994076,9
7.004064,9
7.014052,10
7.024044,8
7.034036,11
7.044028,7
7.054016,11
7.064008,7
7.074000,12
7.083992,6
7.093984,12
