624	200	640	200	0.001	0.00002
640	200	640	200	0.05	0.00125
640	200	632	200	1	0.02
656	200	624	200	50	1.25
624	200	600	200	50	1.25
624	200	592	200	100	2
632	200	596	200	150	4.5
632	200	544	200	300	9
648	200	432	200	500	12.5
648	200	340	100	600	18
648	200	280	100	950	45.125
648	200	251	100	1000	50
648	200	196	50	1300	33.8
648	200	172	50	1500	45
648	200	142	50	2000	80
648	200	94	50	4000	160
642	100	488	100	400	16

